task,pair_id,condition_id,split,seed,timing_environment,reward_magnitude,opportunity_cost,quit_payoff,ratio_schedule,effort_cost,outside_option,prior_investment,remaining_steps,step_cost,success_probability,exposure_type,exposure_trials,transfer_success_probability,transfer_cost,max_transfer_attempts,base_success_probability,clue_increment,attempt_cost,solution_reward,restart_value,max_attempts
progressive_ratio,progressive_ratio-pair-0231265,progressive_ratio-e2766d6c1179,train,231265,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231266,progressive_ratio-8bef50830e32,test,231266,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231267,progressive_ratio-33c8d8fc58d8,test,231267,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231268,progressive_ratio-a9ec056bc409,train,231268,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231269,progressive_ratio-f2d2eea929a6,train,231269,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231270,progressive_ratio-1cc84a9e481b,train,231270,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231271,progressive_ratio-39b6e7ada0c8,train,231271,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231272,progressive_ratio-c52331f86665,test,231272,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231273,progressive_ratio-c0148ad44222,train,231273,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231274,progressive_ratio-f43c26b8715e,test,231274,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231275,progressive_ratio-b815f390962f,validation,231275,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231276,progressive_ratio-6f76d875705b,validation,231276,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231277,progressive_ratio-56bbd2cc4245,train,231277,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231278,progressive_ratio-0275706c6e9d,train,231278,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231279,progressive_ratio-80f034d63b85,test,231279,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231280,progressive_ratio-cdb2e64d780f,train,231280,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231281,progressive_ratio-e2766d6c1179,train,231281,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241026,sunk_cost-92d7fea45a3b,train,241026,,14.0,,,,,2.0,0.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241027,sunk_cost-a8e1dd4412f4,train,241027,,7.0,,,,,6.0,0.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241028,sunk_cost-c20a7b184e57,test,241028,,14.0,,,,,6.0,0.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241029,sunk_cost-159ad9624d7e,train,241029,,14.0,,,,,6.0,10.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241030,sunk_cost-6cc065814122,test,241030,,14.0,,,,,2.0,10.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241031,sunk_cost-9c6be48ea7d5,test,241031,,14.0,,,,,2.0,4.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241032,sunk_cost-7bfed9956393,validation,241032,,7.0,,,,,6.0,0.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241033,sunk_cost-e8d8378a8286,train,241033,,14.0,,,,,2.0,10.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241034,sunk_cost-89f25db1caf8,validation,241034,,7.0,,,,,6.0,4.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241035,sunk_cost-e80a9a6adbd4,train,241035,,7.0,,,,,6.0,10.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241036,sunk_cost-2fbeae71a5bf,train,241036,,7.0,,,,,6.0,10.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241037,sunk_cost-38c54d40a529,train,241037,,14.0,,,,,6.0,0.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241038,sunk_cost-0764a4e6d1d7,train,241038,,7.0,,,,,6.0,0.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241039,sunk_cost-a3ad2c35c50f,train,241039,,7.0,,,,,6.0,4.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241040,sunk_cost-a6a4d9a0aa3a,test,241040,,7.0,,,,,2.0,10.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241041,sunk_cost-204c258a0e44,validation,241041,,14.0,,,,,6.0,10.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241042,sunk_cost-f21fc37e133a,validation,241042,,7.0,,,,,2.0,0.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241043,sunk_cost-858fc3a8c8dd,train,241043,,14.0,,,,,2.0,4.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241044,sunk_cost-454ba9546e3d,train,241044,,7.0,,,,,6.0,4.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241045,sunk_cost-c29947f0f6e9,train,241045,,7.0,,,,,2.0,10.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241046,sunk_cost-07f7b2292454,train,241046,,14.0,,,,,6.0,0.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241047,sunk_cost-b18b63d40708,train,241047,,14.0,,,,,6.0,4.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241048,sunk_cost-0ca2b1ac170b,validation,241048,,14.0,,,,,2.0,10.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241049,sunk_cost-56b6e8b8fa0e,train,241049,,14.0,,,,,6.0,0.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241050,sunk_cost-261caf80cf44,train,241050,,14.0,,,,,6.0,4.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241051,sunk_cost-a331a2e0c8ab,train,241051,,14.0,,,,,6.0,10.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241052,sunk_cost-06f9dfeb789d,train,241052,,7.0,,,,,2.0,4.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241053,sunk_cost-53578e7dd1f2,train,241053,,14.0,,,,,2.0,4.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241054,sunk_cost-ff3787a8b7d6,validation,241054,,7.0,,,,,2.0,0.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241055,sunk_cost-91992921df6b,test,241055,,14.0,,,,,2.0,0.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241056,sunk_cost-7f5a94c0d64a,train,241056,,14.0,,,,,6.0,0.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241057,sunk_cost-6790626c3c80,train,241057,,14.0,,,,,6.0,10.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241058,sunk_cost-24459e928432,train,241058,,7.0,,,,,2.0,10.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241059,sunk_cost-713c6f78dd59,train,241059,,14.0,,,,,2.0,4.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241060,sunk_cost-4c0548dc56ec,train,241060,,14.0,,,,,2.0,10.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241061,sunk_cost-2f4b9a3834b0,train,241061,,7.0,,,,,2.0,4.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241062,sunk_cost-6461cdda9b19,test,241062,,7.0,,,,,6.0,0.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241063,sunk_cost-4930f5da8a64,validation,241063,,7.0,,,,,2.0,4.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241064,sunk_cost-f5f3374387ad,train,241064,,7.0,,,,,2.0,10.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241065,sunk_cost-bc1b379e62cc,test,241065,,14.0,,,,,2.0,4.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241066,sunk_cost-cb7108ca9cb7,train,241066,,7.0,,,,,2.0,10.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241067,sunk_cost-c1f43b59c080,test,241067,,7.0,,,,,2.0,4.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241068,sunk_cost-5d30376ca73e,train,241068,,14.0,,,,,2.0,0.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241069,sunk_cost-4700c522a134,train,241069,,14.0,,,,,6.0,4.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241070,sunk_cost-7e4ed7866f2b,train,241070,,7.0,,,,,2.0,4.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241071,sunk_cost-d6737b1e607b,train,241071,,7.0,,,,,6.0,0.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241072,sunk_cost-b7fb7a449023,train,241072,,14.0,,,,,2.0,10.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241073,sunk_cost-68f5e202eadc,train,241073,,7.0,,,,,2.0,4.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241074,sunk_cost-ee97a9fe65f2,train,241074,,14.0,,,,,6.0,0.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241075,sunk_cost-254d86125d82,test,241075,,14.0,,,,,2.0,10.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241076,sunk_cost-cf87cba00e4e,train,241076,,7.0,,,,,6.0,4.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241077,sunk_cost-6a150a162316,train,241077,,7.0,,,,,6.0,0.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241078,sunk_cost-c2f08a31985a,test,241078,,14.0,,,,,2.0,4.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241079,sunk_cost-8c737b87a01b,train,241079,,14.0,,,,,6.0,10.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241080,sunk_cost-67d6110c9b8e,train,241080,,14.0,,,,,6.0,10.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241081,sunk_cost-2daf773092f7,train,241081,,7.0,,,,,2.0,0.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241082,sunk_cost-0753897e53e5,train,241082,,7.0,,,,,2.0,0.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241083,sunk_cost-112f48d2760d,train,241083,,14.0,,,,,2.0,0.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241084,sunk_cost-d339aede7fc4,test,241084,,7.0,,,,,6.0,0.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241085,sunk_cost-c7aef33d61ce,train,241085,,14.0,,,,,6.0,0.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241086,sunk_cost-e5e411d431d0,train,241086,,7.0,,,,,6.0,10.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241087,sunk_cost-52f76e76587d,train,241087,,7.0,,,,,6.0,4.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241088,sunk_cost-16815ee19bf6,train,241088,,14.0,,,,,6.0,4.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241089,sunk_cost-aa064d34d59c,validation,241089,,14.0,,,,,2.0,0.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241090,sunk_cost-43dec1261743,test,241090,,7.0,,,,,2.0,10.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241091,sunk_cost-6f5ae32438b2,train,241091,,14.0,,,,,6.0,10.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241092,sunk_cost-7f13f67962c7,validation,241092,,7.0,,,,,6.0,10.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241093,sunk_cost-76c2770ca4ab,train,241093,,7.0,,,,,2.0,4.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241094,sunk_cost-8e2646620404,train,241094,,7.0,,,,,2.0,10.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241095,sunk_cost-1182fa1c1722,test,241095,,7.0,,,,,2.0,0.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241096,sunk_cost-631a1fcbeed0,train,241096,,14.0,,,,,2.0,4.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241097,sunk_cost-325c846ffa67,train,241097,,14.0,,,,,6.0,0.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241098,sunk_cost-470a607a915a,validation,241098,,14.0,,,,,6.0,4.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241099,sunk_cost-18411ce9bf4b,train,241099,,7.0,,,,,6.0,4.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241100,sunk_cost-eb8f91ed97f7,train,241100,,7.0,,,,,2.0,4.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241101,sunk_cost-3f1c565422fb,test,241101,,7.0,,,,,6.0,4.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241102,sunk_cost-0697bd5239b3,train,241102,,7.0,,,,,6.0,10.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241103,sunk_cost-623554ed5d41,train,241103,,7.0,,,,,6.0,10.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241104,sunk_cost-0428f95c8bfe,train,241104,,14.0,,,,,6.0,4.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241105,sunk_cost-a0ec6d0e955f,test,241105,,14.0,,,,,6.0,4.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241106,sunk_cost-de84743d6a3f,train,241106,,7.0,,,,,2.0,0.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241107,sunk_cost-f116661ac76e,validation,241107,,7.0,,,,,2.0,10.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241108,sunk_cost-0cc3e5a81902,validation,241108,,14.0,,,,,2.0,10.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241109,sunk_cost-bdd156d80b67,train,241109,,7.0,,,,,2.0,0.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241110,sunk_cost-0ec6f97c123a,train,241110,,14.0,,,,,2.0,0.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241111,sunk_cost-3d185a240a8e,train,241111,,7.0,,,,,2.0,0.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241112,sunk_cost-287d6e94facd,train,241112,,14.0,,,,,2.0,0.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241113,sunk_cost-53bcca72e1f7,train,241113,,14.0,,,,,2.0,4.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241114,sunk_cost-363c57aa9b71,validation,241114,,14.0,,,,,2.0,10.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241115,sunk_cost-79bfadc46d63,test,241115,,7.0,,,,,6.0,0.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241116,sunk_cost-509500bf6f3b,train,241116,,14.0,,,,,6.0,10.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241117,sunk_cost-cb535e9807d9,train,241117,,14.0,,,,,6.0,4.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241118,sunk_cost-6679b82ab9bd,train,241118,,7.0,,,,,6.0,10.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241119,sunk_cost-ee89ea5a6471,test,241119,,7.0,,,,,6.0,10.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241120,sunk_cost-5cf94d8ea29b,train,241120,,7.0,,,,,6.0,4.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241121,sunk_cost-6affe226d4d8,validation,241121,,14.0,,,,,2.0,0.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241122,sunk_cost-92d7fea45a3b,train,241122,,14.0,,,,,2.0,0.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241123,sunk_cost-a8e1dd4412f4,test,241123,,7.0,,,,,6.0,0.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241124,sunk_cost-c20a7b184e57,train,241124,,14.0,,,,,6.0,0.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241125,sunk_cost-159ad9624d7e,train,241125,,14.0,,,,,6.0,10.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241126,sunk_cost-6cc065814122,train,241126,,14.0,,,,,2.0,10.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241127,sunk_cost-9c6be48ea7d5,train,241127,,14.0,,,,,2.0,4.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241128,sunk_cost-7bfed9956393,train,241128,,7.0,,,,,6.0,0.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241129,sunk_cost-e8d8378a8286,train,241129,,14.0,,,,,2.0,10.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241130,sunk_cost-89f25db1caf8,train,241130,,7.0,,,,,6.0,4.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241131,sunk_cost-e80a9a6adbd4,test,241131,,7.0,,,,,6.0,10.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241132,sunk_cost-2fbeae71a5bf,train,241132,,7.0,,,,,6.0,10.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241133,sunk_cost-38c54d40a529,validation,241133,,14.0,,,,,6.0,0.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241134,sunk_cost-0764a4e6d1d7,train,241134,,7.0,,,,,6.0,0.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241135,sunk_cost-a3ad2c35c50f,test,241135,,7.0,,,,,6.0,4.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241136,sunk_cost-a6a4d9a0aa3a,train,241136,,7.0,,,,,2.0,10.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241137,sunk_cost-204c258a0e44,test,241137,,14.0,,,,,6.0,10.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241138,sunk_cost-f21fc37e133a,train,241138,,7.0,,,,,2.0,0.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241139,sunk_cost-858fc3a8c8dd,train,241139,,14.0,,,,,2.0,4.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241140,sunk_cost-454ba9546e3d,train,241140,,7.0,,,,,6.0,4.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241141,sunk_cost-c29947f0f6e9,validation,241141,,7.0,,,,,2.0,10.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241142,sunk_cost-07f7b2292454,test,241142,,14.0,,,,,6.0,0.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241143,sunk_cost-b18b63d40708,validation,241143,,14.0,,,,,6.0,4.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241144,sunk_cost-0ca2b1ac170b,train,241144,,14.0,,,,,2.0,10.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241145,sunk_cost-56b6e8b8fa0e,train,241145,,14.0,,,,,6.0,0.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241146,sunk_cost-261caf80cf44,train,241146,,14.0,,,,,6.0,4.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241147,sunk_cost-a331a2e0c8ab,validation,241147,,14.0,,,,,6.0,10.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241148,sunk_cost-06f9dfeb789d,train,241148,,7.0,,,,,2.0,4.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241149,sunk_cost-53578e7dd1f2,train,241149,,14.0,,,,,2.0,4.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241150,sunk_cost-ff3787a8b7d6,train,241150,,7.0,,,,,2.0,0.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241151,sunk_cost-91992921df6b,validation,241151,,14.0,,,,,2.0,0.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241152,sunk_cost-7f5a94c0d64a,train,241152,,14.0,,,,,6.0,0.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241153,sunk_cost-6790626c3c80,train,241153,,14.0,,,,,6.0,10.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241154,sunk_cost-24459e928432,train,241154,,7.0,,,,,2.0,10.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241155,sunk_cost-713c6f78dd59,train,241155,,14.0,,,,,2.0,4.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241156,sunk_cost-4c0548dc56ec,train,241156,,14.0,,,,,2.0,10.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241157,sunk_cost-2f4b9a3834b0,train,241157,,7.0,,,,,2.0,4.0,2.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241158,sunk_cost-6461cdda9b19,train,241158,,7.0,,,,,6.0,0.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241159,sunk_cost-4930f5da8a64,train,241159,,7.0,,,,,2.0,4.0,4.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241160,sunk_cost-f5f3374387ad,train,241160,,7.0,,,,,2.0,10.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241161,sunk_cost-bc1b379e62cc,validation,241161,,14.0,,,,,2.0,4.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241162,sunk_cost-cb7108ca9cb7,train,241162,,7.0,,,,,2.0,10.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241163,sunk_cost-c1f43b59c080,train,241163,,7.0,,,,,2.0,4.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241164,sunk_cost-5d30376ca73e,train,241164,,14.0,,,,,2.0,0.0,4.0,4.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241165,sunk_cost-4700c522a134,train,241165,,14.0,,,,,6.0,4.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241166,sunk_cost-7e4ed7866f2b,train,241166,,7.0,,,,,2.0,4.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241167,sunk_cost-d6737b1e607b,train,241167,,7.0,,,,,6.0,0.0,2.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241168,sunk_cost-b7fb7a449023,train,241168,,14.0,,,,,2.0,10.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241169,sunk_cost-68f5e202eadc,train,241169,,7.0,,,,,2.0,4.0,2.0,2.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241170,sunk_cost-ee97a9fe65f2,validation,241170,,14.0,,,,,6.0,0.0,4.0,4.0,0.75,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241171,sunk_cost-254d86125d82,train,241171,,14.0,,,,,2.0,10.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241172,sunk_cost-cf87cba00e4e,train,241172,,7.0,,,,,6.0,4.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241173,sunk_cost-6a150a162316,test,241173,,7.0,,,,,6.0,0.0,2.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241174,sunk_cost-c2f08a31985a,train,241174,,14.0,,,,,2.0,4.0,4.0,2.0,0.45,,,,,,,,,,,
sunk_cost,sunk_cost-pair-0241175,sunk_cost-8c737b87a01b,train,241175,,14.0,,,,,6.0,10.0,4.0,2.0,0.45,,,,,,,,,,,
